date,institute,source,sample,feldzeit,oevp,spoe,fpoe,gruene,neos,pilz,bzoe,stronach,others
04.01.2006,IMAS,Standard/ORF,2000.0,,39.0,42.0,6.0,11.0,,,2.0,,0.0
11.01.2006,Gallup,Standard/News,400.0,,38.0,41.0,6.0,12.0,,,2.0,,2.0
23.01.2006,OGM,Profil,499.0,,38.0,42.0,6.0,10.0,,,3.0,,1.0
18.02.2006,GFK,Krone,,,39.0,41.0,7.0,11.0,,,3.0,,0.0
20.02.2006,OGM,Profil,501.0,,37.0,41.0,8.0,10.0,,,3.0,,2.0
09.03.2006,Gallup,News,400.0,,38.0,43.0,6.0,12.0,,,1.0,,0.0
13.03.2006,OGM,Profil,500.0,,37.0,41.0,8.0,11.0,,,3.0,,0.0
29.03.2006,Gallup,News,,,38.0,35.0,7.0,10.0,,,2.0,,15.0
03.04.2006,OGM,Profil,504.0,,39.0,39.0,8.0,11.0,,,3.0,,0.0
03.04.2006,market,Standard,400.0,,39.0,40.0,7.0,11.0,,,2.0,,1.0
14.04.2006,OGM,ORF/Profil,,,38.0,38.0,10.0,11.0,,,3.0,,0.0
18.04.2006,market,Standard,400.0,,39.0,38.0,7.0,12.0,,,3.0,,1.0
03.05.2006,Gallup,Standard,400.0,,40.0,38.0,8.0,12.0,,,2.0,,0.0
15.05.2006,IMAS,Krone,,,39.0,36.0,5.0,14.0,,,4.0,,2.0
22.05.2006,OGM,Profil,500.0,,39.0,37.0,9.0,11.0,,,3.0,,1.0
22.05.2006,Gallup,News,400.0,,37.0,35.0,7.0,12.0,,,3.0,,12.0
04.06.2006,IMAS,Krone/ORF,700.0,,40.0,37.0,5.0,11.0,,,4.0,,4.0
12.06.2006,market,Standard,400.0,6.-8. Juni 2006,41.0,37.0,7.0,10.0,,,4.0,,1.0
13.06.2006,Gallup,News,400.0,,39.0,35.0,6.0,12.0,,,3.0,,10.0
21.06.2006,Gallup,News,400.0,,39.0,36.0,7.0,11.0,,,2.0,,10.0
22.06.2006,market,,,,41.0,37.0,7.0,10.0,,,4.0,,1.0
24.06.2006,IMAS,Presse,1000.0,,38.0,37.0,6.0,12.0,,,5.0,,4.0
26.06.2006,OGM,Profil,500.0,,40.0,35.0,8.0,13.0,,,3.0,,1.0
28.06.2006,Gallup,News,400.0,,39.0,35.0,6.0,10.0,,,4.0,,12.0
30.06.2006,market,ORF,430.0,26.-28.6.2006,41.0,37.0,6.0,11.0,,,4.0,,1.0
12.07.2006,market,ORF,,,41.0,36.0,5.0,11.0,,,3.0,,7.0
14.07.2006,IMAS,,,,39.0,33.0,8.0,13.0,,,5.0,,4.0
16.07.2006,Integral,Kurier,701.0,,39.0,35.0,8.0,12.0,,,4.0,,2.0
16.07.2006,OGM,Profil,504.0,,40.0,36.0,8.0,12.0,,,3.0,,1.0
31.07.2006,?,APA,,,40.0,36.0,7.0,11.0,,,3.0,,9.0
03.08.2006,market,News,,,39.0,35.0,6.0,11.0,,,3.0,,11.0
08.08.2006,?,Presse,,,37.0,33.0,6.0,13.0,,,4.0,,14.0
10.08.2006,?,News,,,39.0,34.0,7.0,11.0,,,4.0,,9.0
15.08.2006,GFK,Krone,,,39.0,36.0,7.0,12.0,,,4.0,,7.0
16.08.2006,Integral,Kurier,,,39.0,35.0,8.0,12.0,,,4.0,,2.0
16.08.2006,market,News,,,40.0,34.0,7.0,11.0,,,4.0,,8.0
23.08.2006,market,News,,,38.0,36.0,7.0,10.0,,,4.0,,9.0
26.08.2006,OGM,Profil,500.0,,39.0,35.0,7.0,11.0,,,3.0,,9.0
31.08.2006,market,News,,,39.0,35.0,7.0,11.0,,,3.0,,9.0
01.09.2006,Gallup,Österreich,800.0,25.-28. August 2006,37.0,35.0,7.0,11.0,,,4.0,,10.0
01.09.2006,Integral,Kurier,500.0,,37.0,35.0,8.0,11.0,,,4.0,,10.0
03.09.2006,OGM,Profil,,,38.0,35.0,8.0,11.0,,,3.0,,9.0
05.09.2006,OGM,ORF,500.0,,38.0,35.0,9.0,11.0,,,2.0,,9.0
05.09.2006,market,ORF,,,39.0,35.0,7.0,11.0,,,3.0,,9.0
06.09.2006,market,News,,,38.0,34.0,8.0,11.0,,,3.0,,11.0
08.09.2006,Gallup,Österreich,1500.0,,38.0,35.0,7.0,12.0,,,3.0,,9.0
09.09.2006,OGM,Profil,,,38.0,35.0,9.0,10.0,,,2.0,,11.0
12.09.2006,OGM,ORF,,,38.0,35.0,9.0,10.0,,,3.0,,9.0
12.09.2006,market,ORF,,,38.0,34.0,8.0,11.0,,,3.0,,11.0
17.09.2006,market,News,,11.9.-17.9.2006,37.0,35.0,8.0,11.0,,,4.0,,9.0
17.09.2006,Gallup,Österreich,,11.9.-17.9.2006,39.0,35.0,8.0,10.0,,,3.0,,9.0
17.09.2006,IMAS,Presse,,11.9.-17.9.2006,37.0,35.0,7.0,12.0,,,3.0,,12.0
18.09.2006,Gallup,Österreich,,,38.0,35.0,10.0,10.0,,,3.0,,8.0
19.09.2006,market,ORF,,,37.0,35.0,10.0,11.0,,,4.0,,6.0
19.09.2006,OGM,ORF,,,38.0,35.0,8.0,10.0,,,3.0,,10.0
19.09.2006,OGM,Profil,,18.9.-25.9.2006,38.0,35.0,10.0,10.0,,,3.0,,7.0
25.09.2006,market,News,,,39.0,34.0,9.0,11.0,,,3.0,,7.0
25.09.2006,OGM,Profil,,,37.0,35.0,10.0,11.0,,,3.0,,7.0
27.09.2006,OGM,Profil,,,35.0,35.0,12.0,11.0,,,3.0,,7.0
23.10.2006,OGM,Profil,500.0,,32.0,37.0,12.0,12.0,,,4.0,,3.0
03.11.2006,IMAS,Presse,1000.0,23.-27.10.06,33.0,38.0,11.0,13.0,,,3.0,,2.0
11.11.2006,Gallup,Österreich,,,33.0,40.0,11.0,13.0,,,3.0,,0.0
13.11.2006,OGM,Profil,,,32.0,38.0,13.0,14.0,,,3.0,,0.0
14.11.2006,Gallup,Österreich,,,33.0,41.0,10.0,12.0,,,3.0,,1.0
15.11.2006,IMAS,Presse,1000.0,,33.0,36.0,10.0,13.0,,,4.0,,4.0
18.11.2006,OGM,Profil,,,32.0,39.0,13.0,14.0,,,3.0,,-1.0
21.11.2006,Gallup,Österreich,,,36.0,40.0,10.0,12.0,,,2.0,,0.0
01.12.2006,IMAS,Presse,1000.0,,35.0,36.0,12.0,12.0,,,3.0,,2.0
31.12.2006,OGM,Profil,,,33.0,40.0,12.0,12.0,,,2.0,,1.0
05.01.2007,Gallup,Österreich,,,35.0,39.0,9.0,13.0,,,3.0,,1.0
17.01.2007,market,News,,,38.0,32.0,13.0,13.0,,,2.0,,2.0
22.01.2007,OGM,Profil,,,37.0,33.0,13.0,14.0,,,2.0,,1.0
01.02.2007,Gallup,Österreich,,,38.0,36.0,9.0,12.0,,,3.0,,2.0
01.02.2007,IMAS,Presse???,1000.0,,36.0,34.0,12.0,12.0,,,5.0,,1.0
07.02.2007,market,News,500.0,,36.0,34.0,12.0,14.0,,,2.0,,2.0
10.02.2007,Gallup,Österreich,,,37.0,34.0,11.0,13.0,,,3.0,,2.0
18.02.2007,OGM,Profil,500.0,,35.0,32.0,14.0,15.0,,,3.0,,1.0
14.03.2007,IMAS,Presse,1000.0,19.2.-17.3.2007,36.0,33.0,13.0,13.0,,,4.0,,1.0
15.03.2007,IMAS,Presse?,1000.0,,36.0,32.0,10.0,14.0,,,5.0,,3.0
19.03.2007,OGM,Profil,500.0,,34.0,33.0,13.0,15.0,,,3.0,,2.0
30.03.2007,Gallup,Österreich,,,37.0,38.0,10.0,13.0,,,2.0,,0.0
11.04.2007,market,News,,,37.0,33.0,13.0,13.0,,,3.0,,1.0
13.04.2007,IMAS,Presse,1000.0,,36.0,33.0,12.0,13.0,,,4.0,,2.0
14.04.2007,OGM,Profil,500.0,,36.0,33.0,13.0,15.0,,,2.0,,1.0
20.04.2007,Gallup,Österreich,,,36.0,34.0,12.0,13.0,,,3.0,,2.0
01.05.2007,OGM,Profil,,,35.0,34.0,13.0,15.0,,,2.0,,1.0
09.06.2007,Gallup,Österreich,,,35.0,34.0,13.0,15.0,,,2.0,,1.0
15.06.2007,Gallup,Österreich,,,35.0,36.0,11.0,13.0,,,3.0,,2.0
16.06.2007,OGM,Profil,500.0,,36.0,34.0,12.0,15.0,,,2.0,,1.0
16.07.2007,OGM,Profil,500.0,,36.0,33.0,13.0,15.0,,,2.0,,1.0
01.08.2007,OGM,Profil,500.0,,36.0,34.0,13.0,14.0,,,2.0,,1.0
04.08.2007,Gallup,Österreich,,,37.0,35.0,11.0,14.0,,,3.0,,0.0
26.08.2007,GFK,Krone,,,36.0,32.0,14.0,14.0,,,3.0,,2.0
01.09.2007,OGM,Profil,500.0,,36.0,33.0,13.0,14.0,,,3.0,,1.0
14.09.2007,Gallup,Österreich,,,35.0,35.0,14.0,13.0,,,2.0,,1.0
26.09.2007,market,News,,,36.0,35.0,13.0,13.0,,,2.0,,1.0
05.10.2007,Gallup,Österreich,,,35.0,33.0,14.0,14.0,,,3.0,,1.0
06.10.2007,OGM,Profil,500.0,,35.0,34.0,14.0,14.0,,,2.0,,1.0
20.10.2007,Gallup,Österreich,,,36.0,34.0,12.0,13.0,,,3.0,,2.0
27.10.2007,Gallup,Österreich,,,36.0,35.0,12.0,13.0,,,3.0,,1.0
02.11.2007,Gallup,Österreich,,,35.0,35.0,13.0,13.0,,,3.0,,1.0
10.11.2007,OGM,Profil,500.0,,34.0,36.0,14.0,13.0,,,3.0,,0.0
15.11.2007,OGM,Profil,500.0,,36.0,34.0,15.0,12.0,,,3.0,,0.0
16.11.2007,Gallup,Österreich,,,34.0,35.0,14.0,12.0,,,4.0,,1.0
15.12.2007,Gallup,Österreich,,,35.0,34.0,14.0,13.0,,,,,4.0
21.12.2007,Gallup,Österreich,,,35.0,35.0,15.0,13.0,,,2.0,,0.0
04.01.2008,Gallup,Österreich,,,35.0,34.0,15.0,13.0,,,3.0,,0.0
09.01.2008,market,News,500.0,,37.0,33.0,14.0,13.0,,,2.0,,1.0
19.01.2008,OGM,Profil,500.0,,37.0,34.0,14.0,12.0,,,3.0,,0.0
25.01.2008,Gallup,Österreich,,,36.0,33.0,13.0,14.0,,,3.0,,1.0
16.02.2008,OGM,Profil,500.0,,34.0,33.0,14.0,15.0,,,4.0,,0.0
16.02.2008,Gallup,Österreich,,,34.0,33.0,13.0,15.0,,,4.0,,1.0
01.03.2008,OGM,Profil,500.0,,34.0,32.0,15.0,15.0,,,4.0,,0.0
01.03.2008,Gallup,Österreich,,,31.0,29.0,15.0,17.0,,,5.0,,3.0
07.03.2008,Gallup,Österreich,500.0,,33.0,31.0,14.0,15.0,,,5.0,,2.0
14.03.2008,Gallup,Österreich,500.0,,35.0,31.0,16.0,13.0,,,4.0,,1.0
15.03.2008,OGM,Profil,500.0,,35.0,30.0,16.0,15.0,,,4.0,,0.0
04.04.2008,Gallup,Österreich,,,34.0,31.0,16.0,15.0,,,4.0,,0.0
26.04.2008,OGM,Profil,500.0,,33.0,31.0,17.0,15.0,,,4.0,,0.0
10.05.2008,Gallup,Österreich,,,34.0,30.0,17.0,15.0,,,4.0,,0.0
24.05.2008,OGM,Profil,500.0,,33.0,32.0,17.0,15.0,,,3.0,,0.0
24.05.2008,Gallup,Österreich,,,32.0,30.0,17.0,14.0,,,4.0,,3.0
04.06.2008,market,News,,,34.0,28.0,19.0,15.0,,,3.0,,1.0
18.06.2008,market,News,,,33.0,28.0,20.0,15.0,,,3.0,,1.0
20.06.2008,Gallup,Österreich,400.0,,33.0,29.0,19.0,15.0,,,4.0,,0.0
21.06.2008,OGM,Profil,500.0,,33.0,33.0,16.0,14.0,,,4.0,,0.0
02.07.2008,market,News,,,33.0,27.0,21.0,14.0,,,3.0,,2.0
03.07.2008,Gallup,Österreich,,,32.0,28.0,19.0,15.0,,,4.0,,2.0
09.07.2008,market,News,,,33.0,26.0,22.0,14.0,,,4.0,,1.0
10.07.2008,Gallup,Österreich,800.0,,32.0,27.0,19.0,16.0,,,4.0,,2.0
12.07.2008,OGM,Profil,500.0,,33.0,30.0,18.0,14.0,,,3.0,,2.0
17.07.2008,Gallup,Österreich,,,26.0,24.0,19.0,16.0,,,5.0,,19.0
20.07.2008,IMAS,Krone,,,29.0,24.0,20.0,15.0,,,4.0,,13.0
25.07.2008,Gallup,Österreich,800.0,,29.0,24.0,15.0,14.0,,,7.0,,21.0
26.07.2008,Gallup,Österreich,,,29.0,25.0,15.0,14.0,,,7.0,,20.0
29.07.2008,IMAS,Presse,1000.0,,29.0,25.0,18.0,15.0,,,6.0,,7.0
29.07.2008,OGM,ORF,500.0,,30.0,25.0,17.0,13.0,,,4.0,,21.0
07.08.2008,Gallup,Österreich,,,26.0,26.0,19.0,14.0,,,6.0,,18.0
09.08.2008,OGM,Profil,,,31.0,26.0,17.0,13.0,,,4.0,,9.0
20.08.2008,market,News,,,27.0,26.0,20.0,14.0,,,5.0,,15.0
21.08.2008,IMAS,Krone,,,28.0,28.0,18.0,13.0,,,7.0,,6.0
21.08.2008,Gallup,Österreich,,,26.0,25.0,18.0,15.0,,,6.0,,18.0
28.08.2008,Gallup,Österreich,,,26.0,27.0,19.0,12.0,,,5.0,,19.0
28.08.2008,OGM,Profil,,,28.0,27.0,18.0,12.0,,,6.0,,15.0
29.08.2008,Ifes,Heute,,,26.0,26.0,15.0,16.0,,,5.0,,12.0
29.08.2008,market,News,,,26.0,28.0,20.0,13.0,,,4.0,,9.0
30.08.2008,IMAS,Presse,,,26.0,27.0,18.0,13.0,,,7.0,,16.0
03.09.2008,market,News,,,25.0,28.0,20.0,12.0,,,5.0,,16.0
05.09.2008,Gallup,Österreich,,,27.0,28.0,17.0,12.0,,,6.0,,17.0
06.09.2008,OGM,Profil,,,27.0,29.0,17.0,12.0,,,7.0,,14.0
08.09.2008,GMK,Bezirksblaetter,,,27.0,30.0,18.0,11.0,,,6.0,,15.0
10.09.2008,market,News,,,27.0,29.0,18.0,11.0,,,7.0,,13.0
13.09.2008,OGM,Profil,,,26.0,28.0,18.0,12.0,,,8.0,,12.0
13.09.2008,Gallup,Österreich,,,27.0,28.0,16.0,12.0,,,6.0,,18.0
17.09.2008,Integral,Kurier,,,28.0,28.0,18.0,12.0,,,7.0,,13.0
18.09.2008,Gallup,Österreich,,,26.0,28.0,17.0,12.0,,,8.0,,16.0
20.09.2008,OGM,Profil,,,26.0,29.0,18.0,11.0,,,8.0,,14.0
20.09.2008,market,News,,,26.0,29.0,20.0,11.0,,,6.0,,13.0
24.10.2008,Gallup,Österreich,,,25.0,34.0,17.0,12.0,,,11.0,,1.0
15.11.2008,IMAS,Presse,,,24.0,30.0,20.0,12.0,,,9.0,,5.0
17.11.2008,OGM,Profil,,,28.0,35.0,16.0,11.0,,,9.0,,1.0
20.11.2008,Gallup,Österreich,,,27.0,35.0,18.0,12.0,,,8.0,,0.0
13.12.2008,OGM,Profil,,,28.0,34.0,17.0,11.0,,,9.0,,1.0
13.12.2008,Gallup,Österreich,,,29.0,31.0,17.0,14.0,,,7.0,,2.0
27.12.2008,Gallup,Österreich,,,29.0,33.0,17.0,12.0,,,7.0,,2.0
17.01.2009,Gallup,Österreich,,,30.0,34.0,15.0,13.0,,,6.0,,2.0
17.01.2009,OGM,Profil,,,29.0,33.0,18.0,11.0,,,8.0,,1.0
31.01.2009,Gallup,Österreich,,,29.0,33.0,16.0,13.0,,,7.0,,2.0
14.02.2009,OGM,Profil,,,30.0,32.0,21.0,9.0,,,7.0,,1.0
14.02.2009,Gallup,Österreich,,,31.0,34.0,17.0,11.0,,,7.0,,0.0
14.03.2009,Karmasin,Profil,,,31.0,33.0,19.0,9.0,,,7.0,,1.0
15.03.2009,Hajek,ATV,1000.0,,30.0,32.0,21.0,10.0,,,6.0,,1.0
15.04.2009,OGM,News,800.0,,30.0,31.0,22.0,9.0,,,6.0,,2.0
18.04.2009,Karmasin,Profil,,,30.0,33.0,21.0,9.0,,,6.0,,1.0
16.05.2009,Karmasin,Profil,,,31.0,33.0,20.0,9.0,,,6.0,,1.0
19.05.2009,OGM,News,800.0,,29.0,31.0,22.0,10.0,,,6.0,,2.0
13.06.2009,Gallup,Österreich,,,31.0,29.0,21.0,12.0,,,6.0,,1.0
15.06.2009,Hajek,ATV,1000.0,,33.0,28.0,22.0,9.0,,,7.0,,1.0
20.06.2009,Karmasin,Profil,,,32.0,30.0,21.0,9.0,,,6.0,,2.0
27.06.2009,Gallup,Österreich,1000.0,,30.0,29.0,23.0,10.0,,,6.0,,2.0
12.07.2009,market,Standard,1000.0,,30.0,26.0,25.0,10.0,,,6.0,,3.0
31.07.2009,Gallup,Österreich,,,32.0,30.0,18.0,13.0,,,5.0,,2.0
08.08.2009,Gallup,Österreich,,,33.0,30.0,18.0,12.0,,,6.0,,1.0
08.08.2009,Karmasin,Profil,,,31.0,31.0,21.0,10.0,,,6.0,,1.0
29.08.2009,Karmasin,Profil,,,32.0,32.0,20.0,9.0,,,6.0,,1.0
03.09.2009,Gallup,Österreich,,,32.0,32.0,19.0,12.0,,,4.0,,1.0
16.09.2009,Hajek,ATV,1000.0,,32.0,28.0,23.0,9.0,,,6.0,,2.0
19.09.2009,Karmasin,Profil,,,32.0,33.0,20.0,9.0,,,5.0,,1.0
30.09.2009,OGM,News,,,34.0,26.0,24.0,10.0,,,4.0,,2.0
01.10.2009,market,Standard,524.0,,34.0,24.0,23.0,11.0,,,4.0,,4.0
03.10.2009,Gallup,Österreich,,,35.0,27.0,20.0,12.0,,,4.0,,2.0
22.10.2009,Karmasin,Profil,,,35.0,28.0,22.0,10.0,,,4.0,,1.0
21.11.2009,Karmasin,Profil,,,34.0,29.0,21.0,10.0,,,5.0,,1.0
28.11.2009,Gallup,Österreich,,,34.0,30.0,19.0,12.0,,,4.0,,1.0
15.12.2009,market,Standard,501.0,,32.0,27.0,24.0,10.0,,,4.0,,3.0
15.12.2009,Hajek,ATV,1000.0,,33.0,27.0,24.0,10.0,,,5.0,,1.0
19.12.2009,Gallup,Österreich,,,34.0,30.0,21.0,11.0,,,3.0,,1.0
19.12.2009,Karmasin,Profil,,,33.0,30.0,23.0,11.0,,,2.0,,1.0
23.01.2010,Karmasin,Profil,500.0,,32.0,31.0,22.0,12.0,,,1.0,,2.0
13.02.2010,Gallup,Österreich,,,32.0,31.0,21.0,12.0,,,3.0,,1.0
20.02.2010,Karmasin,Profil,,,33.0,32.0,22.0,11.0,,,1.0,,1.0
28.02.2010,Gallup,Österreich,,,33.0,30.0,22.0,12.0,,,2.0,,1.0
13.03.2010,Gallup,Österreich,800.0,,32.0,32.0,20.0,12.0,,,2.0,,2.0
13.03.2010,Karmasin,Profil,,,32.0,33.0,20.0,11.0,,,2.0,,2.0
24.03.2010,Hajek,ATV,1000.0,,35.0,28.0,20.0,11.0,,,3.0,,3.0
01.04.2010,market,Standard,,,31.0,27.0,21.0,12.0,,,4.0,,5.0
10.04.2010,Gallup,Österreich,400.0,,34.0,29.0,20.0,12.0,,,3.0,,2.0
24.04.2010,Karmasin,Profil,,,33.0,33.0,19.0,12.0,,,2.0,,1.0
30.04.2010,Gallup,Österreich,800.0,,31.0,31.0,19.0,13.0,,,3.0,,3.0
02.05.2010,market,Standard,520.0,,29.0,28.0,22.0,12.0,,,5.0,,4.0
20.05.2010,Karmasin,Profil,,,32.0,33.0,18.0,13.0,,,2.0,,2.0
21.05.2010,Gallup,Österreich,400.0,,30.0,31.0,20.0,13.0,,,2.0,,4.0
22.05.2010,market,Standard,,,29.0,27.0,23.0,12.0,,,5.0,,4.0
01.06.2010,Hajek,ATV,1000.0,,34.0,32.0,20.0,9.0,,,3.0,,2.0
19.06.2010,Karmasin,Profil,,,33.0,33.0,20.0,11.0,,,2.0,,1.0
10.07.2010,Karmasin,Profil,,,33.0,34.0,19.0,11.0,,,2.0,,1.0
10.07.2010,Gallup,Österreich,400.0,,33.0,35.0,18.0,11.0,,,2.0,,1.0
24.07.2010,Gallup,Österreich,400.0,,30.0,33.0,20.0,12.0,,,2.0,,3.0
26.07.2010,market,Standard,,,28.0,26.0,24.0,12.0,,,7.0,,3.0
14.08.2010,Gallup,Österreich,,,31.0,33.0,20.0,11.0,,,4.0,,1.0
15.08.2010,OGM,Kurier,500.0,,33.0,34.0,20.0,9.0,,,3.0,,1.0
28.08.2010,Karmasin,Profil,,,32.0,33.0,20.0,10.0,,,3.0,,2.0
18.09.2010,Karmasin,Profil,,,32.0,33.0,20.0,11.0,,,2.0,,2.0
01.10.2010,Hajek,ATV,1000.0,,29.0,31.0,26.0,9.0,,,2.0,,3.0
16.10.2010,Gallup,Österreich,400.0,,24.0,27.0,25.0,12.0,,,,,12.0
20.10.2010,Karmasin,Profil,,,28.0,30.0,24.0,12.0,,,4.0,,2.0
14.11.2010,Gallup,Österreich,,,24.0,28.0,23.0,14.0,,,5.0,,6.0
16.11.2010,OGM,Kurier,506.0,,26.0,29.0,27.0,11.0,,,5.0,,2.0
20.11.2010,Karmasin,Profil,,,26.0,29.0,24.0,13.0,,,5.0,,3.0
28.11.2010,market,Standard,401.0,,25.0,29.0,24.0,12.0,,,5.0,,5.0
11.12.2010,Gallup,Österreich,,,24.0,27.0,25.0,14.0,,,5.0,,5.0
18.12.2010,Hajek,ATV,1000.0,,27.0,30.0,25.0,11.0,,,4.0,,3.0
19.12.2010,IMAS,Krone,,,25.0,27.0,22.0,11.0,,,10.0,,5.0
15.01.2011,Gallup,Österreich,400.0,14./15.1.2011,24.0,26.0,25.0,15.0,,,5.0,,5.0
16.01.2011,Karmasin,profil,,13./14.1.2011,27.0,30.0,24.0,13.0,,,4.0,,2.0
21.01.2011,IMAS,orf.at,,Dezember/Jaenner 2010/2011,25.0,26.0,25.0,13.0,,,8.0,,3.0
05.02.2011,market,derstandard.at,,,27.0,29.0,24.0,12.0,,,6.0,,2.0
13.02.2011,Ifes,Österreich,,,24.0,29.0,24.0,14.0,,,4.0,,5.0
13.02.2011,Gallup,Österreich,,,25.0,27.0,25.0,13.0,,,5.0,,5.0
19.02.2011,Karmasin,profil,,,26.0,28.0,25.0,13.0,,,5.0,,3.0
10.03.2011,OGM,Kurier,,,28.0,27.0,27.0,11.0,,,5.0,,2.0
19.03.2011,Karmasin,profil,,,26.0,27.0,26.0,13.0,,,5.0,,3.0
20.03.2011,Gallup,Österreich,,,25.0,28.0,25.0,14.0,,,4.0,,4.0
01.04.2011,Hajek,ATV,1000.0,,25.0,26.0,29.0,14.0,,,4.0,,2.0
01.04.2011,Gallup,Österreich,400.0,,23.0,27.0,26.0,16.0,,,4.0,,4.0
10.04.2011,Gallup,Österreich,800.0,7./8.4.2011,23.0,27.0,26.0,15.0,,,5.0,,4.0
15.04.2011,market,derstandard.at,400.0,12-14.4.2011,22.0,28.0,25.0,14.0,,,6.0,,5.0
15.04.2011,IMAS,Krone,,,22.0,26.0,22.0,15.0,,,12.0,,4.0
15.04.2011,Gallup,Österreich,,,21.0,27.0,26.0,16.0,,,6.0,,4.0
16.04.2011,Karmasin,Profil,,,23.0,27.0,26.0,15.0,,,6.0,,3.0
22.04.2011,Gallup,Österreich,800.0,21.-22.4.2011,26.0,27.0,22.0,15.0,,,6.0,,4.0
14.05.2011,Karmasin,Profil,,,23.0,28.0,26.0,15.0,,,4.0,,4.0
19.05.2011,OGM,Kurier,,,23.0,28.0,29.0,13.0,,,5.0,,2.0
21.05.2011,Gallup,Österreich,400.0,18.-19.5.2011,24.0,28.0,27.0,14.0,,,4.0,,3.0
18.06.2011,Karmasin,Profil,,,24.0,27.0,27.0,14.0,,,4.0,,4.0
20.06.2011,Gallup,Österreich,800.0,,24.0,27.0,27.0,15.0,,,4.0,,3.0
23.06.2011,IMAS,Krone,,,26.0,28.0,23.0,13.0,,,7.0,,3.0
01.07.2011,Hajek,ATV,1000.0,,24.0,28.0,29.0,13.0,,,4.0,,2.0
